5,3
2,6
3,9
3,7
7,2
9,4
8,8
9,1
2,6
10,12
6,10
18,5
2,10
13,15
16,18
11,13
19,18
20,6
12,24
22,26
23,29
23,27
37,32
39,34
48,48
49,41
42,46
44,46
47,44
55,57
52,54
55,52
